student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
697,17.3,75.5,9.4,100.0,A
698,6.2,82.5,3.1,70.2,B
699,21.5,71.9,8.7,100.0,A
700,13.7,100.0,6.9,71.1,B
701,11.3,100.0,2.8,75.4,B
702,22.3,78.9,3.4,96.1,A
703,10.1,94.6,8.9,87.0,A
704,5.1,81.0,3.4,62.9,C
705,4.1,68.5,5.4,71.4,B
706,19.2,100.0,7.9,100.0,A
707,6.0,62.4,5.1,75.6,B
708,27.3,89.8,4.7,100.0,A
709,0.4,91.7,5.4,50.5,D
710,26.9,74.4,10.0,100.0,A
711,16.5,88.5,2.7,77.2,B
712,14.3,93.9,8.4,93.7,A
713,11.2,89.9,8.5,61.4,C
714,17.8,82.3,2.7,98.9,A
715,14.7,91.2,9.2,89.5,A
716,22.7,79.3,4.0,100.0,A
717,15.8,100.0,3.0,100.0,A
718,16.1,100.0,5.9,97.3,A
719,12.5,82.9,4.6,78.4,B
720,14.6,81.4,5.4,81.8,B
721,17.2,99.6,5.7,87.4,A
722,3.0,91.5,9.1,46.6,D
723,5.6,68.4,3.3,71.2,B
724,20.2,95.3,5.3,100.0,A
725,16.2,71.3,4.5,86.1,A
726,13.7,69.9,5.3,99.6,A
727,15.1,92.9,3.6,100.0,A
728,17.4,64.5,8.2,83.7,B
729,11.2,98.2,5.9,81.0,B
730,9.6,96.0,7.5,80.7,B
731,16.4,91.7,7.8,80.7,B
732,8.2,93.2,3.8,81.6,B
733,17.9,80.8,3.9,80.8,B
734,3.1,88.7,3.5,48.3,D
735,22.2,91.4,7.1,99.5,A
736,18.3,88.2,3.9,98.8,A
737,16.8,95.6,7.4,74.4,B
738,21.9,86.5,8.4,100.0,A
739,26.7,60.0,5.1,100.0,A
740,22.1,94.4,5.5,93.4,A
741,2.1,70.4,4.6,67.0,C
742,6.0,71.4,6.4,92.3,A
743,10.6,70.8,5.7,82.2,B
744,15.2,80.8,5.8,77.4,B
745,18.6,88.3,6.2,97.9,A
746,9.9,75.0,4.3,84.0,B
747,16.3,64.5,7.3,85.2,A
748,9.7,85.6,4.6,76.2,B
749,10.7,100.0,3.4,70.9,B
750,5.2,87.8,6.4,62.5,C
751,8.5,82.2,6.6,77.6,B
752,5.5,64.4,4.4,76.0,B
753,8.2,93.4,6.0,84.5,B
754,22.4,77.3,7.6,100.0,A
755,8.4,79.1,6.7,83.0,B
756,33.4,78.4,6.7,100.0,A
757,18.5,80.7,6.0,94.7,A
758,16.3,69.5,9.8,91.8,A
759,9.0,96.7,7.3,62.0,C
760,19.9,81.7,6.4,100.0,A
761,11.0,92.9,6.0,72.6,B
762,15.9,80.6,4.6,98.1,A
763,32.9,100.0,2.9,100.0,A
764,14.3,88.0,5.7,97.8,A
765,23.0,89.2,4.6,100.0,A
766,10.1,63.8,3.1,67.8,C
767,14.8,86.9,4.8,85.0,A
768,27.4,82.0,4.1,100.0,A
769,10.6,76.3,5.0,77.6,B
770,27.7,73.8,9.2,100.0,A
771,20.0,78.6,6.0,100.0,A
772,11.1,83.8,6.9,78.9,B
773,19.4,81.4,7.9,100.0,A
774,21.8,88.7,6.5,88.1,A
775,19.4,78.6,8.0,85.6,A
776,4.0,92.1,6.6,74.8,B
777,9.9,95.3,7.6,70.7,B
778,13.3,91.1,3.4,71.3,B
779,14.5,86.2,3.9,100.0,A
780,19.3,83.8,5.6,100.0,A
781,16.2,93.9,4.8,86.9,A
782,5.7,91.7,7.8,80.2,B
783,17.7,84.4,5.8,98.3,A
784,19.3,80.6,5.0,100.0,A
785,18.9,89.0,5.4,79.8,B
786,22.6,84.4,1.6,100.0,A
787,20.8,88.2,5.2,100.0,A
788,18.2,78.9,8.3,93.4,A
789,14.5,75.0,3.6,88.4,A
790,3.4,91.5,2.0,58.0,C
791,18.0,69.9,5.8,100.0,A
792,16.5,95.8,10.0,93.5,A
793,16.9,90.6,3.5,95.4,A
794,6.1,94.1,5.3,74.6,B
795,7.4,97.7,6.0,73.7,B
796,22.4,86.4,6.6,100.0,A
797,14.7,82.6,4.4,97.2,A
798,19.8,73.6,7.4,80.1,B
799,15.2,81.7,4.4,90.1,A
800,15.2,72.5,6.4,100.0,A
801,21.6,73.2,7.5,89.3,A
802,11.4,74.1,4.5,80.6,B
803,15.7,93.0,6.2,100.0,A
804,11.8,83.6,6.2,68.5,C
805,12.0,86.6,6.8,75.6,B
806,12.8,77.6,9.0,100.0,A
807,16.6,72.1,4.8,97.5,A
808,11.6,79.2,8.0,84.5,B
809,23.8,100.0,5.3,93.9,A
810,8.7,90.1,4.2,74.1,B
811,13.7,95.7,6.2,77.1,B
812,11.9,85.8,6.2,74.8,B
813,25.1,84.2,6.4,100.0,A
814,16.4,85.6,4.8,96.1,A
815,22.2,57.4,6.1,100.0,A
816,4.6,93.4,5.5,51.4,D
817,16.9,64.0,5.0,80.3,B
818,21.2,81.8,4.9,100.0,A
819,15.6,65.4,4.4,88.4,A
820,22.5,91.4,5.6,100.0,A
821,11.4,79.3,2.3,75.3,B
822,24.9,97.8,3.5,100.0,A
823,31.1,86.7,7.1,100.0,A
824,12.5,92.7,7.9,75.1,B
825,11.9,78.9,6.8,75.5,B
826,25.2,68.0,4.9,100.0,A
827,26.1,92.7,5.9,100.0,A
828,11.3,81.2,7.5,62.2,C
829,12.1,98.9,7.2,71.6,B
830,13.0,64.2,5.4,97.3,A
831,5.6,76.0,9.1,60.5,C
832,8.6,59.9,7.2,65.2,C
833,8.0,79.4,4.8,71.7,B
834,9.6,89.3,4.7,77.6,B
835,14.8,83.7,7.5,100.0,A
836,16.6,88.9,4.6,100.0,A
837,25.9,86.2,9.1,100.0,A
838,8.0,68.7,9.8,100.0,A
839,21.9,87.9,6.9,100.0,A
840,13.5,94.0,5.8,77.3,B
841,14.7,79.6,2.5,68.3,C
842,19.7,85.9,5.6,90.1,A
843,7.1,75.0,4.8,64.4,C
844,17.7,100.0,8.8,92.2,A
845,16.2,67.9,5.7,70.5,B
846,18.4,77.4,5.3,100.0,A
847,17.0,85.8,4.7,80.5,B
848,32.2,90.5,7.2,100.0,A
849,10.5,77.8,4.3,80.0,B
850,11.3,79.8,8.1,76.3,B
851,10.6,89.2,5.3,86.8,A
852,11.1,69.4,6.8,90.2,A
853,10.5,91.0,5.8,71.2,B
854,23.3,100.0,4.0,94.4,A
855,24.9,88.9,4.8,100.0,A
856,11.0,100.0,5.9,89.9,A
857,9.2,79.4,8.3,62.0,C
858,18.3,96.1,5.1,77.0,B
859,11.1,90.0,7.0,88.8,A
860,19.4,77.9,6.9,100.0,A
861,16.4,83.3,5.3,90.8,A
862,4.4,82.0,5.1,55.3,C
863,25.8,75.6,7.4,100.0,A
864,27.6,95.7,4.3,100.0,A
865,10.7,75.4,6.4,65.7,C
866,12.3,100.0,8.2,86.3,A
867,17.0,79.6,10.0,87.1,A
868,17.3,87.5,5.3,96.0,A
869,19.6,76.0,7.0,100.0,A
870,29.1,92.6,1.0,100.0,A
871,13.8,77.4,6.7,90.2,A
872,9.4,100.0,6.6,95.8,A
873,5.3,96.7,6.5,58.9,C
874,9.9,97.1,6.2,61.4,C
875,14.8,88.1,6.2,65.0,C
876,27.6,86.1,8.2,100.0,A
877,11.4,95.3,7.9,58.1,C
878,16.6,94.2,5.8,99.1,A
879,14.9,75.6,7.6,96.2,A
880,23.3,84.4,6.9,100.0,A
881,32.7,81.8,5.3,100.0,A
882,11.3,89.6,7.6,63.2,C
883,11.6,96.5,5.4,65.5,C
884,22.3,85.6,6.2,100.0,A
885,19.8,87.6,6.5,90.1,A
886,27.9,96.3,6.2,100.0,A
887,19.1,70.0,4.9,85.0,A
888,12.5,73.1,6.4,100.0,A
889,19.1,97.6,5.5,88.6,A
890,22.8,79.9,5.0,90.3,A
891,20.7,92.7,6.0,100.0,A
892,18.6,78.7,5.5,100.0,A
893,22.5,93.6,8.5,100.0,A
894,23.2,84.2,8.2,100.0,A
895,24.7,76.6,7.7,92.6,A
896,19.5,96.5,6.9,94.2,A
897,13.8,89.4,4.6,70.1,B
898,16.0,79.2,9.0,90.2,A
899,23.4,87.4,4.1,100.0,A
900,9.3,71.1,7.3,76.5,B
901,17.6,78.6,2.5,100.0,A
902,12.2,72.3,4.5,73.3,B
903,15.2,87.1,5.4,86.1,A
904,23.9,72.9,5.6,100.0,A
905,16.3,73.1,1.9,77.9,B
906,15.3,87.0,1.6,97.9,A
907,5.5,79.6,4.5,79.2,B
908,20.2,100.0,7.2,100.0,A
909,19.5,78.9,0.0,82.8,B
910,30.1,81.8,2.9,100.0,A
911,12.8,77.0,6.2,90.3,A
912,16.5,81.7,5.4,100.0,A
913,16.7,83.5,9.5,89.6,A
914,26.0,73.8,8.9,100.0,A
915,14.3,78.7,8.5,89.4,A
916,17.0,75.6,4.4,100.0,A
917,19.3,87.4,3.0,96.3,A
918,16.3,84.3,1.6,79.3,B
919,11.9,69.5,5.1,85.6,A
920,16.4,90.4,6.5,80.4,B
921,22.5,80.7,6.6,100.0,A
922,7.8,90.0,8.9,66.2,C
923,15.9,76.5,2.8,87.9,A
924,10.1,92.1,9.8,69.3,C
925,23.4,89.3,5.1,98.9,A
926,4.3,80.2,6.1,65.2,C
927,11.1,93.1,6.7,77.1,B
928,17.6,69.1,4.6,88.5,A
929,26.0,88.0,8.8,100.0,A
930,14.5,85.7,6.5,85.1,A
931,11.1,60.5,6.5,86.6,A
932,28.2,91.5,5.1,100.0,A
933,4.9,67.1,2.1,54.9,D
934,0.0,86.7,6.2,51.7,D
935,18.1,87.1,9.5,91.9,A
936,11.5,93.0,3.2,72.2,B
937,7.9,87.5,4.1,59.6,C
938,20.0,68.2,6.2,100.0,A
939,16.7,98.6,7.4,97.6,A
940,11.1,80.3,6.4,92.1,A
941,6.0,90.4,7.9,53.3,D
942,21.1,76.8,8.1,100.0,A
943,19.6,70.4,6.3,100.0,A
944,14.3,99.1,7.6,80.0,B
945,27.9,87.7,8.7,100.0,A
946,7.5,88.7,7.8,73.3,B
947,4.3,97.0,9.2,64.4,C
948,10.2,80.3,5.5,71.1,B
949,14.7,83.8,5.3,90.8,A
950,16.7,83.1,6.3,77.4,B
951,13.3,91.7,8.5,87.1,A
952,17.5,78.2,5.9,88.1,A
953,6.2,70.0,8.0,62.4,C
954,25.1,92.8,4.8,100.0,A
955,14.4,82.7,7.2,87.6,A
956,22.8,68.9,7.1,100.0,A
957,17.4,97.6,1.8,98.9,A
958,18.2,91.0,8.1,99.1,A
959,19.0,70.0,2.7,88.2,A
960,18.1,91.5,5.3,94.7,A
961,19.5,70.3,8.5,100.0,A
962,24.3,95.4,3.9,100.0,A
963,16.4,90.9,6.2,80.7,B
964,20.0,80.8,4.7,100.0,A
965,14.4,96.9,5.3,95.9,A
966,25.1,80.3,4.4,100.0,A
967,10.3,81.8,5.5,44.7,D
968,27.6,87.4,3.4,100.0,A
969,14.7,75.3,3.0,91.3,A
970,5.0,82.1,4.1,59.9,C
971,15.9,91.3,6.8,100.0,A
972,10.2,94.7,6.3,82.3,B
973,20.9,87.2,2.8,85.5,A
974,10.4,75.6,2.6,67.9,C
975,11.9,79.5,5.3,62.4,C
976,1.8,77.2,8.7,60.3,C
977,11.8,67.7,5.7,74.4,B
978,0.0,95.6,3.0,35.8,F
979,3.9,68.8,7.7,58.1,C
980,20.3,100.0,6.6,95.8,A
981,20.5,78.1,3.7,98.3,A
982,18.0,69.7,6.6,100.0,A
983,8.2,75.1,6.0,63.8,C
984,14.7,95.3,8.7,95.2,A
985,15.0,86.3,2.8,92.5,A
986,6.9,85.0,5.8,68.2,C
987,25.5,88.4,8.0,100.0,A
988,21.1,86.6,7.6,100.0,A
989,13.5,80.5,5.5,91.6,A
990,15.2,77.9,5.7,81.7,B
991,16.5,50.0,6.0,98.9,A
992,0.7,97.8,5.4,61.8,C
993,13.3,92.4,5.0,81.7,B
994,10.2,77.6,4.0,76.8,B
995,8.0,94.0,5.4,66.2,C
996,13.0,72.5,3.2,78.1,B
997,27.6,92.9,6.5,100.0,A
998,19.5,70.2,5.5,91.7,A
